date;va;pwm;temp
2021-11-22 20:37:49;590;0;16,00
2021-11-22 20:37:54;590;0;16,00
2021-11-22 20:37:59;590;0;16,00
2021-11-22 20:38:04;590;0;16,00
2021-11-22 20:38:09;590;0;16,00
2021-11-22 20:38:14;540;0;16,00
2021-11-22 20:38:19;540;0;16,00
2021-11-22 20:38:24;540;0;16,00
2021-11-22 20:38:29;540;0;16,00
2021-11-22 20:38:34;540;0;16,00
2021-11-22 20:38:39;540;0;16,00
2021-11-22 20:38:44;550;0;16,00
2021-11-22 20:38:49;550;0;16,00
2021-11-22 20:38:54;540;0;16,00
2021-11-22 20:38:59;540;0;16,00
2021-11-22 20:39:04;540;0;16,00
2021-11-22 20:39:09;540;0;16,00
2021-11-22 20:39:14;540;0;16,00
2021-11-22 20:39:19;540;0;16,00
2021-11-22 20:39:24;540;0;16,00
2021-11-22 20:39:29;540;0;16,00
2021-11-22 20:39:34;540;0;16,00
2021-11-22 20:39:39;540;0;16,00
2021-11-22 20:39:44;540;0;16,00
2021-11-22 20:39:49;540;0;16,00
2021-11-22 20:39:54;540;0;16,00
2021-11-22 20:39:59;540;0;16,00
2021-11-22 20:40:04;540;0;16,00
2021-11-22 20:40:09;540;0;16,00
2021-11-22 20:40:14;540;0;16,00
2021-11-22 20:40:19;530;0;16,00
2021-11-22 20:40:24;530;0;16,00
2021-11-22 20:40:29;530;0;16,00
2021-11-22 20:40:34;530;0;16,00
2021-11-22 20:40:39;530;0;16,00
2021-11-22 20:40:44;530;0;16,00
2021-11-22 20:40:49;550;0;16,00
2021-11-22 20:40:54;550;0;16,00
2021-11-22 20:40:59;550;0;16,00
2021-11-22 20:41:04;550;0;16,00
2021-11-22 20:41:09;550;0;16,00
2021-11-22 20:41:14;550;0;16,00
2021-11-22 20:41:19;550;0;16,00
2021-11-22 20:41:24;550;0;16,00
2021-11-22 20:41:29;550;0;16,00
2021-11-22 20:41:34;550;0;16,00
2021-11-22 20:41:39;520;0;16,00
2021-11-22 20:41:44;530;0;16,00
2021-11-22 20:41:49;530;0;16,00
2021-11-22 20:41:54;530;0;16,00
2021-11-22 20:41:59;530;0;16,00
2021-11-22 20:42:04;530;0;16,00
2021-11-22 20:42:09;530;0;16,00
2021-11-22 20:42:14;530;0;16,00
2021-11-22 20:42:19;530;0;16,00
2021-11-22 20:42:24;530;0;16,00
2021-11-22 20:42:29;530;0;16,00
2021-11-22 20:42:34;530;0;16,00
2021-11-22 20:42:39;530;0;16,00
2021-11-22 20:42:44;530;0;16,00
2021-11-22 20:42:49;530;0;16,00
2021-11-22 20:42:54;530;0;16,00
2021-11-22 20:42:59;530;0;16,00
2021-11-22 20:43:04;530;0;16,00
2021-11-22 20:43:09;530;0;16,00
2021-11-22 20:43:14;550;0;16,00
2021-11-22 20:43:19;540;0;16,00
2021-11-22 20:43:24;540;0;16,00
2021-11-22 20:43:29;550;0;16,00
2021-11-22 20:43:34;550;0;16,00
2021-11-22 20:43:39;540;0;16,00
2021-11-22 20:43:44;550;0;16,00
2021-11-22 20:43:49;550;0;16,00
2021-11-22 20:43:54;550;0;16,00
2021-11-22 20:43:59;540;0;16,00
2021-11-22 20:44:04;550;0;16,00
2021-11-22 20:44:09;550;0;16,00
2021-11-22 20:44:14;550;0;16,00
2021-11-22 20:44:19;540;0;16,00
2021-11-22 20:44:24;540;0;16,00
2021-11-22 20:44:29;540;0;16,00
2021-11-22 20:44:34;540;0;16,00
2021-11-22 20:44:39;540;0;16,00
2021-11-22 20:44:44;540;0;16,00
2021-11-22 20:44:49;550;0;16,00
2021-11-22 20:44:54;550;0;16,00
2021-11-22 20:44:59;550;0;16,00
2021-11-22 20:45:04;550;0;16,00
2021-11-22 20:45:09;550;0;16,00
2021-11-22 20:45:14;550;0;16,00
2021-11-22 20:45:19;550;0;16,00
2021-11-22 20:45:24;550;0;16,00
2021-11-22 20:45:29;570;0;16,00
2021-11-22 20:45:34;570;0;16,00
2021-11-22 20:45:39;570;0;16,00
2021-11-22 20:45:44;560;0;16,00
2021-11-22 20:45:49;560;0;16,00
2021-11-22 20:45:54;560;0;16,00
2021-11-22 20:45:59;560;0;16,00
2021-11-22 20:46:04;560;0;16,00
2021-11-22 20:46:09;550;0;16,00
2021-11-22 20:46:14;570;0;16,00
2021-11-22 20:46:19;560;0;16,00
2021-11-22 20:46:24;560;0;16,00
2021-11-22 20:46:29;550;0;16,00
2021-11-22 20:46:34;550;0;16,00
2021-11-22 20:46:39;550;0;16,00
2021-11-22 20:46:44;550;0;16,00
2021-11-22 20:46:49;550;0;16,00
2021-11-22 20:46:54;550;0;16,00
2021-11-22 20:46:59;550;0;16,00
2021-11-22 20:47:04;550;0;16,00
2021-11-22 20:47:09;550;0;16,00
2021-11-22 20:47:14;900;0;16,00
2021-11-22 20:47:19;950;0;16,00
2021-11-22 20:47:24;970;0;16,00
2021-11-22 20:47:29;990;0;16,00
2021-11-22 20:47:34;980;0;16,00
2021-11-22 20:47:39;990;0;16,00
2021-11-22 20:47:44;550;0;16,00
2021-11-22 20:47:49;510;0;16,00
2021-11-22 20:47:54;520;0;16,00
2021-11-22 20:47:59;520;0;16,00
2021-11-22 20:48:04;520;0;16,00
2021-11-22 20:48:09;520;0;16,00
2021-11-22 20:48:14;520;0;16,00
2021-11-22 20:48:19;520;0;16,00
2021-11-22 20:48:24;520;0;16,00
2021-11-22 20:48:29;520;0;16,00
2021-11-22 20:48:34;520;0;16,00
2021-11-22 20:48:39;520;0;16,00
2021-11-22 20:48:44;520;0;16,00
2021-11-22 20:48:49;530;0;16,00
2021-11-22 20:48:54;520;0;16,00
2021-11-22 20:48:59;520;0;16,00
2021-11-22 20:49:04;530;0;16,00
2021-11-22 20:49:09;530;0;16,00
2021-11-22 20:49:14;530;0;16,00
2021-11-22 20:49:19;520;0;16,00
2021-11-22 20:49:24;530;0;16,00
2021-11-22 20:49:29;530;0;16,00
2021-11-22 20:49:34;530;0;16,00
2021-11-22 20:49:39;530;0;16,00
2021-11-22 20:49:44;530;0;16,00
2021-11-22 20:49:49;520;0;16,00
2021-11-22 20:49:54;530;0;16,00
2021-11-22 20:49:59;540;0;16,00
2021-11-22 20:50:04;550;0;16,00
2021-11-22 20:50:09;550;0;16,00
2021-11-22 20:50:14;540;0;16,00
2021-11-22 20:50:19;540;0;16,00
2021-11-22 20:50:24;520;0;16,00
2021-11-22 20:50:29;540;0;16,00
2021-11-22 20:50:34;530;0;16,00
